y_lo,y_hi,y_center,KmeanCharged_value,KmeanCharged_err,TwoK0S_value,TwoK0S_err
0.9429,1.0286,0.9857,1.258444e-01,1.277230e-03,1.349963e-01,1.322858e-03
1.0286,1.1143,1.0714,8.405185e-02,1.043820e-03,9.280185e-02,1.096808e-03
1.1143,1.2000,1.1571,5.642778e-02,8.552609e-04,6.056296e-02,8.860448e-04
1.2000,1.2857,1.2429,3.689259e-02,6.915470e-04,3.879815e-02,7.091819e-04
1.2857,1.3714,1.3286,2.106481e-02,5.225537e-04,2.251667e-02,5.402617e-04
1.3714,1.4571,1.4143,1.248333e-02,4.022698e-04,1.214630e-02,3.968022e-04
1.4571,1.5429,1.5000,6.753704e-03,2.958851e-04,7.583333e-03,3.135322e-04
1.5429,1.6286,1.5857,3.564815e-03,2.149664e-04,3.629630e-03,2.169119e-04
1.6286,1.7143,1.6714,1.542593e-03,1.414092e-04,1.672222e-03,1.472310e-04
1.7143,1.8000,1.7571,6.611111e-04,9.257407e-05,9.851852e-04,1.130085e-04
1.8000,1.8857,1.8429,2.462963e-04,5.650425e-05,2.981481e-04,6.216819e-05
1.8857,1.9714,1.9286,1.425926e-04,4.299328e-05,1.037037e-04,3.666480e-05
1.9714,2.0571,2.0143,3.888889e-05,2.245251e-05,3.888889e-05,2.245251e-05
2.0571,2.1429,2.1000,0.000000e+00,0.000000e+00,2.592593e-05,1.833240e-05
2.1429,2.2286,2.1857,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.2286,2.3143,2.2714,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.3143,2.4000,2.3571,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.4000,2.4857,2.4429,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.4857,2.5714,2.5286,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.5714,2.6571,2.6143,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.6571,2.7429,2.7000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.7429,2.8286,2.7857,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.8286,2.9143,2.8714,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.9143,3.0000,2.9571,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
